text,real_label,pred_label,percentage
@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords,negative,negative,0.8043
I wish I could go back to bed with ,positive,neutral,0.5601
 im a pleb  i had to take it out of the freezer.. and put it in the oven!,neutral,neutral,0.5621
"laptop pooped. new harddrive needed? using DH`s old pc now. maybe offline a while  **** BSOD!! happened too many times, Safe Mode only now",negative,negative,0.6691
morning the sun is back!!! me like,neutral,positive,0.9639
"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",neutral,positive,0.7693
Office til around 6 today. Good day yesterday...I have a BSc now,positive,positive,0.9641
 _online That`s the sad thing about it.,negative,negative,0.8256
"Bah DHCP server, why must you keep falling on your face",neutral,negative,0.8515
loves finding new followers,positive,positive,0.9306
"_chung oh get well soon Alexa, take some rest",positive,positive,0.5372
" Awesome, congrats on completing it! (I can`t believe you cycled the distance to my cottage though in 1 day.  )",positive,positive,0.9841
"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn`t convince Diamond, nothing will.",neutral,neutral,0.4889
Good morning!,positive,positive,0.8619
My ipod has taken it`s last breath... Im truly devastated. I have lost my public transportation companion,negative,negative,0.9524
sitting in the car with my cat. he keeps meowing and i feel so bad,negative,negative,0.9409
 haiiii sankQ i`m fineee ima js get a checkup cos my rib hurts LOL idk but i shall be fine ~ thanks,neutral,positive,0.7731
" Yeah, but George says something with his words. Otherwise its just..... jiberish junk... love, joy,happy ahh see how nice",positive,positive,0.7909
"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!",positive,positive,0.9464
Sunday sunshine track  ? http://blip.fm/~5z7cg,neutral,neutral,0.8999
ms wee`s wedding!!!!,neutral,neutral,0.504
 its looking like the magic,neutral,neutral,0.5124
"Finally home, watching saturday night live, then dreaming about my amanda boo",neutral,positive,0.7592
There  was just a horrific fight at my school  glad everyone is ok and that it`s Friday.,neutral,positive,0.6282
 no sign yet,neutral,neutral,0.685
It`s so cold out there! I`ve just lost my wallet,negative,negative,0.9254
 Clever girl,positive,positive,0.5981
<< Finaly Back to home..,neutral,neutral,0.8515
@ kbal24 I am sorry that you are feeling that way.,negative,negative,0.6994
why did Reel big fish cover Edna`s goldfish,neutral,neutral,0.7867
_Joelted i will definately be there tomorrow,positive,positive,0.5445
I`ve just realised. I won`t be able to talk to any of you crazy cats on Sunday. Is sad now.,neutral,negative,0.9427
 I am sorry.,negative,negative,0.7112
Is at the movies with the boyfriend!!,neutral,positive,0.5591
at the theatre.... seeing star trek for a second time becuase i am that cool,positive,positive,0.9789
" No, rather we`re OMG it`s nearly Monday",neutral,neutral,0.5117
_pooh what kind of party do we got going now?,neutral,neutral,0.8949
 Honored to tweet ya...,positive,positive,0.9046
is drawing a picture for her bubba,neutral,neutral,0.7929
Chillin at a bbq gettin my drink on,positive,neutral,0.7804
 You go to sleeeeeeepz,neutral,neutral,0.7482
 Nooooo get on now! Haha i`ll be gone later,neutral,neutral,0.5259
"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie",neutral,positive,0.5348
http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,neutral,negative,0.4781
"Ps BGT was both fab and sad, I thought Greg was awesome, sad he`s gone but a child will always win in that situation sadly",neutral,neutral,0.4069
 did you put a spoon in it?,neutral,neutral,0.718
I really don`t like this weather,negative,negative,0.9595
 i know but it will make us all watch the awards on sunday! lol..i want to shower and there is no water!,negative,positive,0.516
 thanks again for coming out to support us  you rock!,positive,positive,0.9906
im talking about twitter some more,neutral,neutral,0.8538
Still confuse...,neutral,neutral,0.5346
 yay! your face is back,positive,positive,0.9606
 are you tweeting while running?,neutral,neutral,0.8884
"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",negative,negative,0.7635
" i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever!",neutral,positive,0.6871
honestly i cannot figure this twitter thing out,negative,negative,0.88
No more spending the day chatting with Steve on the computer   Now what I am I going to do at work?,neutral,negative,0.6612
 *happy to help*,positive,positive,0.877
Missed the hello kitty  not enough time oh well,negative,negative,0.6736
"going to watch a dvd with hubby,`Eagle Eye`, twit u all 2morrow, cia",neutral,neutral,0.8207
laundry and loud music.... relaxing,positive,positive,0.7721
 LMAO!I was JUST thinking how I **** hate @ least 3 people that I`m following...but I haven`t unfollowed em` yet. I`m a loon.,negative,negative,0.8334
Currently working on a collab with Alynn Carter called Lost Inside which I`m very excited about,positive,positive,0.9882
surfing twitter!,neutral,positive,0.5354
So my life has come down to nothing more then making choices ill only regret later,negative,negative,0.9363
Monday mornings couldn`t exist if it weren`t for some hot tea.,neutral,neutral,0.5089
 Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!,positive,positive,0.9023
Soon my new job starts  I`m so happy!,positive,positive,0.9924
 I`m entering your contest,neutral,neutral,0.7591
 your making me jealous now  I want one! How long have u guys been married?,negative,negative,0.6165
I`m crossing my fingers and hoping that this copy of Sims 2 works...last copy totally bit it hard.,neutral,positive,0.5385
heading to Sam Adams Brewery... but can`t sample it when I get there,negative,neutral,0.5018
signed up for broadband today could take 4-6 weeks,neutral,neutral,0.7366
 I wish I was able to talk to you.,positive,neutral,0.5961
" you are amazing as alice, as if she was made for you. Thank you for everything! I now have a face for the character",positive,positive,0.9898
started her new job today! aaand so stoked for may long..  and billy is awesome.,positive,positive,0.9929
twittascope is NOT rocking my socks - go away already!!,neutral,negative,0.9386
yaaw some one want call with me?? 5529634599,neutral,neutral,0.8925
Late night...finally home.,neutral,positive,0.5303
Just back from graduation.  Two more doctors in the family now,positive,neutral,0.5218
 ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol,positive,neutral,0.4696
 Lol yes she was.  I totally agree with your blog as well!,positive,positive,0.9464
 I can understand the fear. I feel that way about many things. You really need motivation to overcome it. Mine was guilt,negative,neutral,0.5133
Really tired this sunday morning  ****,negative,negative,0.8367
I was expecting the sun to come out today. I guess that`s not happening.,negative,negative,0.5762
 I`m having the same problem,negative,neutral,0.5417
Kicking Back In The Holidays  No More School for a whiles,neutral,neutral,0.7184
At the library  being friggin bored.,negative,negative,0.9153
He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq http://ff.im/2L63l,positive,positive,0.9916
GRRRR!!! It`s BACK!!!!! And what I mean is my headache  But on the *       *        bright side....it`s only on one side!!!! /\/\/\/\/\,negative,positive,0.7265
"_Reid Lol. It was the dissing of the were-octopus that did you in. However, he redeems himself by rescuing you from a were-spider.",neutral,neutral,0.6431
" Been there, done that!!  Ew!!",negative,negative,0.774
 everything is your fault moxy...everything.   x,negative,negative,0.7192
 have a good show,positive,positive,0.9691
today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,neutral,negative,0.7131
Why is it soooo cold & ugly out??,neutral,negative,0.9443
I just wanted dippin dots,neutral,neutral,0.631
"there are many jobs I aspire to, supervisor is not one of them  talk about too much stress for too little pay",negative,neutral,0.4278
"Whats your name: Adelaide-Marie How old r u: 14 Where Do u live: IN THE WORLD  lol i jk, canada(toronto)",neutral,neutral,0.823
"Aw, Zach wasn`t feeling well  Hope he gets better. So babysitting was canceled.",neutral,negative,0.6941
 I never get them and the hubby is due in next week.. <cries> hope its gone by then,neutral,negative,0.7558
"In math class now, about to shoot myself because its so boring.",negative,negative,0.9721
_Megan_**** Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited,negative,negative,0.845
"I have test tomorrow but i dont study, then i go very bad",negative,negative,0.9272
 unfortunately noy   my life suck this year.,negative,negative,0.9689
I have softball,neutral,neutral,0.8115
back from lunch and it`s pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!,positive,neutral,0.4228
Sad. I don`t know what to do with my life. Everything I have done since the age of 16 has been towards healthcare and nursing,negative,negative,0.7394
"Exchange story gone, yaaaay! On with Sweet Charity",neutral,positive,0.7702
 Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.,positive,negative,0.6077
is resting. ahhhhh. I feel good,positive,positive,0.9694
oh man had great nap (still alittle tired) having pizza for dinner.,neutral,positive,0.9503
Morning People!  Just woke up now!,positive,positive,0.8681
 You know what they say about great minds...,neutral,neutral,0.5774
 that sounds delicious,positive,positive,0.9462
" haha, yeahh. im still following u tho,",neutral,positive,0.6658
woken up by a bacon and egg sandwich in bed - man I have good housemates,positive,positive,0.9659
SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!,neutral,positive,0.9802
Jumped on a train to visit or rescue my mom. Totally forgot my sweatshirt  And forgot to bring my make up! First time ever forgetting :/,negative,negative,0.7888
i can`t see results for whyareyoustillhere,neutral,negative,0.7846
on way to work,neutral,neutral,0.7386
 hmm Have to admit was a good episode and his man bag was rather fetching,positive,positive,0.8858
Check this video out -- Bylaurenluke ~ Make up Launch~ They are here available now   http://tinyurl.com/cudamo,neutral,neutral,0.5748
at Shriya`s,neutral,neutral,0.8776
 sorry my friend ... but  is paying the mortgage!,negative,negative,0.5431
I have a headache. Also we are dealing with a lice outbreak. My lovely hair has been affected.,negative,negative,0.9268
"_Confidential I tried to use Spinelli to turn him on to GH, but it didn`t really work",negative,negative,0.6337
Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,positive,positive,0.7603
Hey  nawwwww pity no show no more lol great while it lasted though aye   (robluketic live > http://ustre.am/2w5v),neutral,positive,0.6718
"j. alexanders... i`m sorry nintendo, but if i`m in a collared shirt then chances are you`re staying home tonight",neutral,neutral,0.4782
on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,neutral,positive,0.7172
"Walking the puppies downtown. Also, mystery of missing cat solved: he hid himself in the basement for nearly two days.",negative,neutral,0.6801
 your face makes people laugh. cause you`re so ugly. so you`re half-way there,negative,negative,0.6568
_richards sorry to be the bearer of bad news.,negative,negative,0.8523
"want to read twilight all day, not work at the stupid cher function",neutral,negative,0.8041
Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad,negative,negative,0.7486
 will do! Tell my mommy I said the same n I love her mucho mucho!,positive,positive,0.9826
 SOunds goood!,positive,positive,0.9635
"is Chillin`, listening to Tunes",positive,neutral,0.8728
 i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha ****,neutral,negative,0.4299
im at school right now,neutral,neutral,0.8239
 put me right off my scrambled egg breakfast  #fartingloud,neutral,neutral,0.4998
Is sitting in science freezing  four days (:,neutral,neutral,0.6946
 home now and added a few more Grice`s to my list,neutral,neutral,0.6607
 look at your followers... your tweeps list will then be fully populated,neutral,neutral,0.7273
Well hello twitters,positive,neutral,0.738
"never did sleep last night  feeling horrible today, time to call work I thinks...",negative,negative,0.8861
"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid `ding` from them!",negative,negative,0.935
MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &$25 GiftCert to HipFabric!! GO check it out,neutral,positive,0.6303
&not gonna lie. it`s 60 degrees in here. thanks for leavin me your sweater molly. brrrrr,positive,positive,0.7711
goin` to casa milan`s club house...,neutral,neutral,0.8932
"Feeling bad for my little sister. Put a lot of money into her Saab, took full coverage off it last week, and totalled it yesterday",negative,negative,0.8109
 LOL  I know what ya mean. Watching everyone else act a fool is much better the  not remembering acting a fool yourself,positive,neutral,0.436
_Kate i know its heaps awesome. if your not working all weekend,positive,positive,0.9499
"63 days of summer holiday left, and they are going way too slow! When will school get here???",negative,negative,0.8441
 Same to you!,neutral,positive,0.6409
" Oh, he`s hilarious. I`m just commenting on the fact that he`s there so much.",positive,positive,0.7634
 i`m on my mobile so it won`t let me  but i can`t stop thinking about you ;)x,negative,positive,0.6785
 hope you have a good flight,positive,positive,0.9624
"My parents withdrew permission at the last moment, I am not going along with tomorrow`s SAC trip to IDP camps  #Pakistan #IDPRelief",neutral,negative,0.7869
Is almost pacing while waiting for UPS truck with my package from Ichiban Kan -- probably not until 18:00 EST,neutral,neutral,0.6696
eeehhh. my right eye`s twitching. gonna go and watch Boystown.  happy birthday!,positive,positive,0.9694
 I break some rules and don`t take tension for them  .....,neutral,neutral,0.5068
 too kind Jim too kind brother,positive,positive,0.6972
wants to be sunbathin!!,neutral,positive,0.7187
i can`t find my woody and buzz toys  but i`ve got my bullseye teddy!  do you have toy story toys? 8-),neutral,positive,0.6191
 Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X,negative,negative,0.7082
Reds win! Great end to a great day,positive,positive,0.9885
watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.,negative,neutral,0.3729
 he`s retiring from the tonight show  im so bummed. he was awesome ha. AND CONGRATS MY DEAR,neutral,positive,0.6824
 Gourmet pizza = BLEH. Pizza is SUPPOSED to be greasy and filthy. You can`t eat pizza that`s been prepared by a chef.,negative,negative,0.9214
i bought a Italian horseshoe charm. Dragon! it seems to be very strong,positive,positive,0.9648
Back to work,neutral,neutral,0.607
back home with my puppyy,neutral,positive,0.5453
  There isn`t any right now. They need to make more. Sorry.,negative,negative,0.4622
"Heading to bed. I think I`ll read for a bit, propped up on fluffy pillows.",neutral,positive,0.5197
_newnew yea I saw the oil show u put on gotta I likes,neutral,neutral,0.7133
 hypnotyst .... hmmmm... i should beware..,negative,neutral,0.5495
http://twitpic.com/67nxe - Yeah..I`m bored XD I pic up this photo when I still have my guitar..today my mum steam me it  I miss Nameless..,negative,negative,0.5018
some1 said if your not online your a no1...if you are online your a no1.. can`t bloody win  lol,neutral,negative,0.5506
 PRETTY! I hope I win,positive,positive,0.9579
 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.,neutral,positive,0.71
 thanx,neutral,neutral,0.5646
i`ve heard Basment Jaxx`s new song 'Raindrops'...that`s fantastic!!! and makes me dancing  i can`t wait Fuji Rock Festival...,positive,positive,0.9914
 at least you get to watch Lost on the way,neutral,neutral,0.545
soo tired.. still kinda angry that i missed the concert,negative,negative,0.9606
...definitely the first time I`ve felt alive again in years. Super happy,positive,positive,0.9889
 How in heckitty did I forget that one?,neutral,negative,0.7586
Waiting for the El & listening to a little MJB 'Just Fine'. Perfect song to start my week.,positive,positive,0.971
saying goodbye to my parents at the airport.  it was great having them around.,positive,positive,0.9249
sometimes the fact that my health for the lack of a better word SUCKS really scares me,negative,negative,0.9814
 I will later today since I have a planning for today,neutral,neutral,0.783
says from now it will be impossible to Plurk from work  system administrators closed the access in the firew... http://plurk.com/p/x25jw,negative,negative,0.5954
Enjoying my weekend with my sis  ****,positive,positive,0.951
Last free Friday.,negative,neutral,0.7493
 i dont have a bank. i cash my **** at tom thumb. i`ve had four bank accounts--and they`ve all gone negative,negative,negative,0.5454
"Bringing my kitty to the vet tomorrow, I think she`s got a tapeworm.",neutral,negative,0.4862
 but yeah i like purple maybe thats why!! ;)  :p :d,positive,positive,0.9632
Im in science!! very boring,negative,negative,0.9555
Is sat in her PJs drinking tea and watching the Politics Show. Lovely,positive,positive,0.7995
 Happy frickin` birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.,positive,positive,0.9658
FINALLY GOT THE BIKE I WANTED!,positive,positive,0.781
I really miss Sebastian,negative,negative,0.7027
very disappointed in him    gonna have to sleep it off....,negative,negative,0.9439
still can`t believe all of the gig posters in the Little Civic have been taken down!?,negative,negative,0.8665
Good morning to the world. Hope everyone is ok,positive,positive,0.9484
Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. <3 ZQ. lol,positive,positive,0.9848
 nai nai baby. haha i didn`t know that you have twitter but oh well,neutral,neutral,0.5616
Freakin` frustrated why can`t my coach realize that times are hard ain`t nobody got the money to buy cookie dough for no new uniforms,negative,negative,0.9385
Watching SNL  gahhhhh Will Forte is soooooo funty!!!,positive,positive,0.9893
 Thank you  and hope you are having a great day,positive,positive,0.9879
 reminds me of the weather a month ago it was horrible  I hope all is well hugs,neutral,negative,0.5279
Is heading to work n its freezing!,negative,negative,0.4546
Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.,neutral,positive,0.9866
This thunder is scaring the hell out of me...geez...I HATE THUNDER  we better not loose electricity... #fb http://myloc.me/2144,negative,negative,0.9751
_AnGeL84 Awww i hope you feel better love...this weather is crazy...,neutral,positive,0.8594
Creating your business in The US from France looks quiet easy,positive,neutral,0.5332
 Sorry  I wasn`t doing the inviting...all single women I think.,negative,neutral,0.5455
 well you scared me saying there may be rustling in the trees!  Happy Sunday to you sir,neutral,positive,0.3963
 yeah same here... I have a bit of headache too... ick,negative,negative,0.9044
 That storm seems to be coming my way,neutral,neutral,0.6539
family comes. probably won`t be on this weekend,neutral,neutral,0.7132
_ward i am,neutral,neutral,0.7344
 Doodle whats wrong?,negative,negative,0.6054
 good question. Nepal PM declaring to resign and actually resigning is two very different things .,positive,neutral,0.7413
"12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla",positive,positive,0.8866
_MEXICO Hey hey. No problem.,positive,positive,0.7653
"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.",negative,neutral,0.5648
Sometimes I forget that boys have feelings too,negative,neutral,0.5441
happy happy joy joy    is that good enough for you,positive,positive,0.9567
__ Aww bless her. She`s one of my faves,positive,positive,0.9733
"Dayum, tweets r coming fast, so likely missing a lot.    Plz DM, k?  Oh, is _stewart 4 real?",negative,neutral,0.5233
"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans",positive,positive,0.9907
 I understood you pre-coffee tweet  I`m good,positive,positive,0.8214
"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?",positive,neutral,0.6554
Ouchhhhhh I burnt my frkn tongue,negative,negative,0.9561
good morning work this morning gutted lol nevermind,neutral,neutral,0.4713
Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .,negative,negative,0.7288
 lol thanks!there scary to wear though,neutral,positive,0.7123
i hella wanted a sausage mcmuffin but when i gt there breakfast was over,neutral,neutral,0.473
Wishing I could see N*E*R*D headline @ Fest at DePaul tonight,neutral,positive,0.6314
yeha i broke their page... damit... im trying to fix it how... hope you dont bank with communityfirstandtrust,negative,negative,0.5485
Goodnight all,positive,neutral,0.4953
 great song even if i can`t understand lol,positive,positive,0.8315
watching hoping for haley,positive,neutral,0.7396
_Daughtry  FYI Canada cannot see the VH1 preview of the video,neutral,negative,0.5044
 So I`m not seeing you this Saturday?,neutral,neutral,0.5088
_craig Tried to follow one of your #FF recommendations but 'have been blocked from following by request of the user',negative,negative,0.6885
... Money money money...      http://twitpic.com/664uz,neutral,neutral,0.6948
"Happy Star Wars Day, everyone! May the force be with you all, be you Padawan or Jedi.",positive,positive,0.9828
_ They were some nice Pics you have kept  there.. you seem to carry your Cam around along with you..,positive,positive,0.8985
"Making a video for HitRecord... hope it comes out well, it`ll be my first record",positive,positive,0.9545
I was rooting for Betty.,neutral,neutral,0.4678
"stealth shopping - got wife b-day present while at mall together and she didn`t notice - buy, hide it in car, back before she missed me",neutral,neutral,0.6623
 No news yet,neutral,neutral,0.7113
listening to Demi Lovato  FINISHED MY NEW SONG!,neutral,positive,0.9328
feeling the need for more advil.,negative,neutral,0.7892
"If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report.  #USA",neutral,neutral,0.5566
is lonely in need of company,negative,neutral,0.5205
Got my new phone - now to program everything since my old one had no memory card like this one,neutral,neutral,0.4523
Zzzz... I`m taking my mom out for breakfast tomorrow!  Shall be quite a treat.,positive,positive,0.974
Hulu Desktop looks nice but not for my region,positive,neutral,0.421
" Separate desks, computers, and sides of the room with short dividers...but, we`re thinking we need them to extend to the ceiling",neutral,neutral,0.8467
" OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes",positive,positive,0.9916
 really? I hate the mobile twitter..its hard to tweet with a sidekick,negative,negative,0.9583
"whole foods, barton springs, yogurt spot & the oasis = perfect day in austin.",positive,positive,0.9719
Akh! I woke up and missed so much of Sayed Hassan`s speech,negative,negative,0.8654
_Gov hi gov!! How are you?,neutral,neutral,0.6991
"_hong  Oh yeah, just came back from a weekend of cosplay photo marathons",neutral,neutral,0.5891
Nothing exciting from me tonight....got some new toys to play with though  Happy Mother`s Day Ladies,positive,positive,0.6322
Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,neutral,positive,0.942
" Hahaha. No, I haven`t. I think I`ll reserve it for next weekend. Have some paperwork to do. Or maybe tonight!",neutral,neutral,0.6328
" nice work buying coda dude! It`s a great app! Unfortunately, I bought it when it was the full $99USD  #jealous",neutral,positive,0.8459
Home. Got some nice plugs but no chipotle,neutral,positive,0.5862
hi everybody! i`m having my lunch break at work and enjoying a nice cup of coffee!,positive,positive,0.9766
YO I`m just on the computer,neutral,neutral,0.7922
Dropped off Baby A for her 1st day in the Toddler Room this AM.  She`s officially a toddler.  Growing up way too fast,neutral,neutral,0.3879
"April showers bring May flowers, yea",neutral,positive,0.7397
 i`m watchign the garden from the window...far too hot for me,negative,negative,0.6571
 i know its such a shame  i think they`ve got a good chance & i hope they do coz they are different aren`t they & great :]!,neutral,positive,0.5317
_surprises no it`s not ready,neutral,negative,0.4797
Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!,positive,positive,0.4665
I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed,neutral,negative,0.9585
Every element in the DOM with children is a single parent,neutral,neutral,0.804
 miss u m8   we NEED tae have a catch up n that,negative,neutral,0.5367
Speedbumps suck when u gotta piss!!,negative,negative,0.928
How are YOU convinced that I have always wanted you? What signals did I give off...**** I think I just lost another friend,negative,negative,0.7059
"I want to see Terminator, but everyone`s already seen it",neutral,neutral,0.5562
 Thanks  #sigjeans,positive,positive,0.763
PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr,neutral,neutral,0.5732
 at least posada had a good ab,positive,positive,0.6828
"  Ah  sameway Yet, has 2006 votes ((.We need more vote :`D",neutral,neutral,0.6939
 ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!,neutral,neutral,0.5778
Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,neutral,positive,0.9544
moving 11 blocks up the street. goodbye hardwood floors,positive,neutral,0.5681
 I sawn it three times,neutral,neutral,0.7478
@_writersblock_ I`m sure you are.    Toasties wasn`t far behind.,neutral,neutral,0.5889
 aww bradie loves perth  I love the ad at the top of his page too lol ****,positive,positive,0.9847
 LMAAAOOOOO that is horrible. Poor thing,negative,negative,0.9619
   do you need to go on a bike ride?,neutral,neutral,0.8983
Nothing good at the five dollar sale.,negative,negative,0.9522
...love and wanted to share with my followers. feeling inspirational. ive had a long day.,positive,positive,0.9688
cant wait for prom and after prom party on friday,positive,positive,0.9729
" Hmmm...chinese delivery it is. Altho, how will I order? I CAN`T TALK!",negative,negative,0.6643
"Jumpstart! WOTD: Jape QQ: Are you comppetitive, overcompetitive or not competitive at all? Write your responses here!",neutral,neutral,0.7665
" I do feel bad for him too. Especially na ngayon pa siya nagrerehab siya and all. Wrong timing. Still, maybe he had it coming",negative,negative,0.8433
"Wow, it`s so early. Just had the best conversation.",positive,positive,0.9892
revision...what fun...still I have thursday to do basically nothing,negative,positive,0.4776
"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?",neutral,positive,0.5948
feels at home to be back at church,positive,positive,0.9031
" Apple`s ads aside, I`d rather have recommendations from real people who have real experience with the iPhone apps I seek.",positive,neutral,0.5199
Makeup + cute dress = I`m ready to go,positive,positive,0.9258
 road trip ftw  am playing with trains today so it`s all good here,positive,positive,0.9227
is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there`s gon be any partyin 2nyt,neutral,neutral,0.7296
 Hello there,neutral,neutral,0.5991
Got Six Feet Under series 1 on DVD,neutral,neutral,0.8863
 ooo thanks for the danger radio link  loves it...how did the test go?,positive,positive,0.9591
" oh mann das ist super lustig  du armer... macs age 2 months, battery charging NO. garantiefall...",neutral,neutral,0.64
 morning michelle  how`s the oatmeal ?,neutral,neutral,0.8095
Is home from MARCO ISLAND and missing it and my girls already...back to work!,negative,negative,0.5064
 you`re just unhappy to return to occupying the same city as me  I am cry now too.,negative,negative,0.8169
 how do we know if we won?,neutral,neutral,0.773
"  Im good ta. bit tired cos i`ve been wking all wkend but other than that, all good  How`s you?",neutral,positive,0.8724
 bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won`t catch the next flight   njoy!,positive,neutral,0.4292
"Oh man, I feel sick. As in I might have contracted a cold... maybe from the kids` slobber on Thursday",negative,negative,0.9579
" I`m having exactly the same day you are, man. Just buried over here  #FollowFriday",negative,neutral,0.5842
Early(ish) night tonight - I`m doing overtime at work tomorrow again  boo for working on a Saturday!,negative,neutral,0.6354
"Nothing like 10P to kick-off the Bank Holiday, dig the haircut Luke! Next stop...Selfridges",neutral,positive,0.8254
Just remembered I still have a summer project to do.  IT NEVER ENDS!!!!!,negative,negative,0.4715
 have a good time!! Sadly that means I`m probably gonna have rain,neutral,positive,0.7834
Re-pinging _B: Is it pathetic that my mom is my best friend  hell know I talk to my mom bout everything everythinggg,positive,neutral,0.4301
  yeaaa!,neutral,positive,0.7121
Sorry everybody! Apparently Twitter isn`t sending me my updates.,negative,negative,0.8066
 Dood - they`ve locked down your Vimeo WH video.,neutral,negative,0.5477
Happy Mommy`s Dad Mommy  watching the football  Yay The Eagles Are WINNINGGGGG  they better keep it up *sigh!,positive,positive,0.9842
needs to find SOMETHING to wear to graduation. lol can`t find anything!,neutral,negative,0.5406
 no fair,negative,negative,0.81
http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection,positive,positive,0.6067
 loool sheridan ive got swine flu but im still coming into skl tomorrow same way  hehe,neutral,neutral,0.5011
is looking for a job,neutral,neutral,0.8316
"Very tired! Dinner good, then churro`s were good!",neutral,positive,0.9643
"Aaaa! I need to work today, Why cant i ever get the weekends off? It makes me want to cry",negative,negative,0.9638
is thrilled prom went well,positive,positive,0.9459
 thanks **** it went really well. I`m tired now though  hope you spoiled your mum-in-law,neutral,positive,0.7083
"Its been a slow day at home, one of my kids is sick  .  This little picture cheered me up http://is.gd/JrLa",neutral,positive,0.613
Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,neutral,neutral,0.8626
doing some DIY- I`m dying mg clothes black again...save some money,positive,neutral,0.5705
 LOL!  Too true,positive,positive,0.7877
_Mandarich well welcome back from the dark side!,positive,positive,0.9294
Getting one of the lil GEM`s ears REpierced after work today- definitely dreading it,negative,negative,0.9281
"aahhh! nyc placements have started to come out, but it looks like upgrades have to wait yet another two weeks for placements! dreadfully",neutral,negative,0.8863
2 more days till half term is over,neutral,neutral,0.7879
"; Re: Home - that`s exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it...",negative,positive,0.5719
 I am so excited you`re touring with FOTC! I had no idea!! I`ll be seeing you tomorrow,positive,positive,0.9928
good afternoon.  http://plurk.com/p/suyev,positive,positive,0.8097
You guys need to get on me. It`s been 2 weeks since I`ve went on a cache hunt  #geocaching,neutral,neutral,0.5837
Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035,negative,neutral,0.6189
 no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I`ll fetch him one day.,negative,negative,0.5486
 thanks Janis,positive,positive,0.6959
"i love Fly With Me, live chats and don`t like being sick.",positive,positive,0.7772
